Gene 1	Gene 2	Group 1	Group 2	Source	SynLet q-value	Buffer q-value
MAPK1	MCL1	Mapk	Apop	no A549	0.700852941	1
MAPK1	6T	Mapk	Ctrl	no Meljuso	0.720887324	1
MAPK1	MCL1	Mapk	Apop	no Meljuso	0.746976431	1
MAPK1	BRCA2	Mapk	BrPa	no Meljuso	0.748112957	1
MAPK1	CHEK2	Mapk	Predict	no OVCAR8	0.769663399	1
MAPK1	MTOR	Mapk	Predict	no HT29	0.771269481	1
MAPK1	MTOR	Mapk	Predict	no A375	0.789154098	1
MAPK1	AKT3	Mapk	AKT	no Meljuso	0.812151057	1
MAPK1	WEE1	Mapk	Predict	no A549	0.813926966	1
MAPK1	BRCA1	Mapk	BrPa	no A549	0.820858333	1
MAPK1	BRCA1	Mapk	BrPa	no OVCAR8	0.838878419	1
MAPK1	WEE1	Mapk	Predict	no OVCAR8	0.857705015	1
MAPK1	WEE1	Mapk	Predict	no 786O	0.857765396	1
MAPK1	BRCA1	Mapk	BrPa	no A375	0.859523669	1
MAPK1	6T	Mapk	Ctrl	All 6	0.885808399	1
MAPK1	BRCA1	Mapk	BrPa	no HT29	0.898688172	1
MAPK1	WEE1	Mapk	Predict	no A375	0.908744949	1
MAPK1	6T	Mapk	Ctrl	no A549	0.917163265	1
MAPK1	AKT3	Mapk	AKT	no A549	0.917163265	1
MAPK1	BRCA1	Mapk	BrPa	All 6	0.840212707	1
MAPK1	CHEK1	Mapk	Predict	no 786O	0.926186301	1
MAPK1	CHEK2	Mapk	Predict	no HT29	0.938444162	1
MAPK1	IMPDH1	Mapk	Predict	no A375	0.942982759	1
MAPK1	6T	Mapk	Ctrl	no OVCAR8	0.950902887	1
MAPK1	UBB	Mapk	Red	no A375	0.967661137	1
MAPK1	UBB	Mapk	Red	no HT29	0.972741855	1
MAPK1	CHEK1	Mapk	Predict	All 6	0.784137536	1
MAPK1	AKT2	Mapk	AKT	no HT29	0.983199501	1
MAPK1	6T	Mapk	Ctrl	no HT29	0.987298765	1
MAPK1	WEE1	Mapk	Predict	All 6	0.758328358	1
MAPK1	AKT2	Mapk	AKT	no 786O	1	1
MAPK1	UBC	Mapk	Red	no 786O	1	1
MAPK1	BCL2L1	Mapk	Apop	no 786O	1	1
MAPK1	HSP90AA1	Mapk	Predict	no 786O	1	1
MAPK1	IMPDH1	Mapk	Predict	no 786O	1	1
MAPK1	UBB	Mapk	Red	no 786O	1	1
MAPK1	EEF2	Mapk	Ctrl	no A375	1	1
MAPK1	BCL2L1	Mapk	Apop	no A375	1	1
MAPK1	BCL2A1	Mapk	Apop	no A375	1	1
MAPK1	HPRT intron	Mapk	Ctrl	no A375	1	1
MAPK1	UBC	Mapk	Red	no A375	1	1
MAPK1	AKT2	Mapk	AKT	no A375	1	1
MAPK1	CHEK2	Mapk	Predict	All 6	0.635434307	1
MAPK1	6T	Mapk	Ctrl	no A375	1	1
MAPK1	EEF2	Mapk	Ctrl	no A549	1	1
MAPK1	UBC	Mapk	Red	no A549	1	1
MAPK1	CHEK2	Mapk	Predict	no A549	1	1
MAPK1	UBB	Mapk	Red	no A549	1	1
MAPK1	AKT3	Mapk	AKT	All 6	0.496221675	1
MAPK1	BCL2L1	Mapk	Apop	no HT29	1	1
MAPK1	UBC	Mapk	Red	no HT29	1	1
MAPK1	BCL2A1	Mapk	Apop	no HT29	1	1
MAPK1	EEF2	Mapk	Ctrl	no HT29	1	1
MAPK1	MCL1	Mapk	Apop	All 6	0.455921788	1
MAPK1	BCL2L2	Mapk	Apop	no HT29	1	1
MAPK1	IMPDH1	Mapk	Predict	no HT29	1	1
MAPK1	BRCA2	Mapk	BrPa	All 6	0.324405594	1
MAPK1	PARP1	Mapk	BrPa	All 6	0.262779661	1
MAPK1	BCL2	Mapk	Apop	no Meljuso	1	1
MAPK1	BCL2L10	Mapk	Apop	no Meljuso	1	1
MAPK1	BRCA1	Mapk	BrPa	no Meljuso	1	1
MAPK1	HSP90AA1	Mapk	Predict	no Meljuso	1	1
MAPK1	IMPDH1	Mapk	Predict	no Meljuso	1	1
MAPK1	WEE1	Mapk	Predict	no Meljuso	1	1
MAPK1	EEF2	Mapk	Ctrl	no OVCAR8	1	1
MAPK1	AKT2	Mapk	AKT	no OVCAR8	1	1
MAPK1	UBC	Mapk	Red	no OVCAR8	1	1
MAPK1	CHEK1	Mapk	Predict	no OVCAR8	1	1
MAPK1	MAPK3	Mapk	Mapk	All 6	0.0001	1
MAPK1	IMPDH1	Mapk	Predict	no OVCAR8	1	1
MAPK1	UBB	Mapk	Red	no OVCAR8	1	1
MAP2K2	MAP2K2	Mapk	Mapk	Meljuso	1	0.623541096
MAP2K1	MAPK1	Mapk	Mapk	786O	1	0.301465739
MAPK1	MAP2K1	Mapk	Mapk	HT29	1	0.000564286
MAP2K2	MAPK3	Mapk	Mapk	OVCAR8	1	0.899679318
MAP2K2	MAPK1	Mapk	Mapk	OVCAR8	1	0.925897762
MAP2K2	MAP2K2	Mapk	Mapk	HT29	1	0.962266667
MAPK1	MTOR	Mapk	Predict	HT29	1	0.069739583
MAPK1	MAP2K1	Mapk	Mapk	A375	1	0.160103436
MAPK1	MTOR	Mapk	Predict	A375	1	0.164726721
MAPK1	CHEK1	Mapk	Predict	A375	1	0.299374793
MAPK1	MAP2K1	Mapk	Mapk	786O	1	0.301465739
MAPK1	PARP2	Mapk	BrPa	HT29	1	0.316384921
MAPK1	MAP2K2	Mapk	Mapk	A375	1	0.358116667
MAPK1	AKT2	Mapk	AKT	HT29	1	0.375644048
MAPK1	EEF2	Mapk	Ctrl	HT29	1	0.395685889
MAPK1	AKT2	Mapk	AKT	A375	1	0.409669192
MAPK1	HSP90AA1	Mapk	Predict	Meljuso	1	0.411431806
MAPK1	BCL2L2	Mapk	Apop	HT29	1	0.429338498
MAPK1	HPRT intron	Mapk	Ctrl	A375	1	0.441235434
MAPK1	AKT1	Mapk	AKT	Meljuso	1	0.459873996
MAPK1	CD81	Mapk	Ctrl	A375	1	0.460375696
MAPK1	UBB	Mapk	Red	A375	1	0.473715309
MAPK1	CHEK2	Mapk	Predict	A375	1	0.50588953
MAPK1	UBB	Mapk	Red	HT29	1	0.565479394
MAPK1	IMPDH1	Mapk	Predict	A375	0.9842343	0.566733871
MAPK1	BCL2A1	Mapk	Apop	Meljuso	1	0.59857464
MAPK1	AKT1	Mapk	AKT	HT29	1	0.605105252
MAPK1	CD81	Mapk	Ctrl	786O	1	0.605928092
MAPK1	BCL2L1	Mapk	Apop	786O	1	0.608955046
MAPK1	EEF2	Mapk	Ctrl	A549	0.981932107	0.611385246
MAPK1	UBC	Mapk	Red	A375	1	0.62098562
MAPK1	CD81	Mapk	Ctrl	Meljuso	1	0.623541096
MAPK1	BCL2	Mapk	Apop	A375	0.949112705	0.634921429
MAPK1	6T	Mapk	Ctrl	Meljuso	1	0.636043727
MAPK1	BCL2	Mapk	Apop	Meljuso	1	0.639235956
MAPK1	HSP90AA1	Mapk	Predict	786O	1	0.679404728
MAPK1	EEF2	Mapk	Ctrl	A375	0.985578726	0.690661905
MAPK1	BCL2L10	Mapk	Apop	A375	0.993599078	0.690661905
MAPK1	IMPDH1	Mapk	Predict	HT29	0.947444661	0.69144697
MAPK1	BCL2L2	Mapk	Apop	A549	0.886733173	0.69357398
MAPK1	BCL2A1	Mapk	Apop	A549	0.987768856	0.694364078
MAPK1	BCL2L10	Mapk	Apop	Meljuso	1	0.705346806
MAPK1	PARP2	Mapk	BrPa	A549	0.999571839	0.714288114
MAPK1	PARP2	Mapk	BrPa	A375	1	0.720606092
MAPK1	MAP2K2	Mapk	Mapk	786O	1	0.724149548
MAPK1	BCL2L1	Mapk	Apop	A549	1	0.735984416
MAPK1	CHEK2	Mapk	Predict	Meljuso	1	0.736600093
MAPK1	HSP90AA1	Mapk	Predict	HT29	0.968679234	0.749233146
MAPK1	BCL2L10	Mapk	Apop	HT29	0.871153315	0.755822581
MAPK1	BCL2A1	Mapk	Apop	A375	0.95422	0.766190058
MAPK1	WEE1	Mapk	Predict	HT29	1	0.770451836
MAPK1	EEF2	Mapk	Ctrl	OVCAR8	1	0.770884741
MAPK1	UBB	Mapk	Red	A549	0.946543375	0.776467066
MAPK1	MAP2K2	Mapk	Mapk	HT29	0.936146359	0.787373913
MAPK1	BRCA1	Mapk	BrPa	HT29	0.933823782	0.787923507
MAPK1	BCL2A1	Mapk	Apop	HT29	0.964602941	0.787923507
MAPK1	6T	Mapk	Ctrl	786O	0.961114553	0.788056258
MAPK1	CHEK1	Mapk	Predict	HT29	1	0.806769439
MAPK1	CD81	Mapk	Ctrl	OVCAR8	1	0.808570459
MAPK1	AKT3	Mapk	AKT	HT29	0.906042576	0.809227564
MAPK1	IMPDH1	Mapk	Predict	Meljuso	0.962650962	0.811770548
MAPK1	UBC	Mapk	Red	A549	0.962290441	0.812736702
MAPK1	BCL2L1	Mapk	Apop	OVCAR8	1	0.834816271
MAPK1	MCL1	Mapk	Apop	A375	0.840111111	0.84405618
MAPK1	HPRT intron	Mapk	Ctrl	Meljuso	0.919907514	0.84492125
MAPK1	BCL2L2	Mapk	Apop	Meljuso	1	0.850312345
MAPK1	WEE1	Mapk	Predict	A549	0.929526502	0.854360976
MAPK1	BCL2L1	Mapk	Apop	A375	0.981294554	0.866892986
MAPK1	BRCA1	Mapk	BrPa	A375	0.982778117	0.866892986
MAPK1	AKT1	Mapk	AKT	A549	1	0.868565446
MAPK1	CD81	Mapk	Ctrl	HT29	0.910181559	0.883877747
MAPK1	BCL2	Mapk	Apop	HT29	0.910181559	0.884488402
MAPK1	BRCA1	Mapk	BrPa	A549	0.884390931	0.887004065
MAPK1	HPRT intron	Mapk	Ctrl	A549	0.992851432	0.887004065
MAPK1	BRCA2	Mapk	BrPa	A375	0.861362903	0.888841503
MAPK1	HSP90AA1	Mapk	Predict	A375	0.917328221	0.888841503
MAPK1	BCL2	Mapk	Apop	786O	1	0.898355281
MAPK1	MAP2K1	Mapk	Mapk	Meljuso	0.985311111	0.898428571
MAPK1	AKT2	Mapk	AKT	OVCAR8	1	0.900314364
MAPK1	BCL2	Mapk	Apop	OVCAR8	1	0.900314364
MAPK1	MCL1	Mapk	Apop	OVCAR8	1	0.900314364
MAPK1	MCL1	Mapk	Apop	HT29	0.847131481	0.913926087
MAPK1	AKT1	Mapk	AKT	A375	0.896609375	0.917243304
MAPK1	BCL2L2	Mapk	Apop	OVCAR8	1	0.919173977
MAPK1	IMPDH1	Mapk	Predict	OVCAR8	1	0.919173977
MAPK1	AKT3	Mapk	AKT	OVCAR8	1	0.920428412
MAPK1	MAP2K2	Mapk	Mapk	Meljuso	0.961184109	0.9208875
MAPK1	MAP2K2	Mapk	Mapk	A549	0.822518519	0.925020979
MAPK1	BCL2L10	Mapk	Apop	OVCAR8	1	0.925897762
MAPK1	MAP2K2	Mapk	Mapk	OVCAR8	1	0.925897762
MAPK1	BCL2L10	Mapk	Apop	786O	1	0.927581248
MAPK1	AKT2	Mapk	AKT	786O	1	0.935652083
MAPK1	MAP2K1	Mapk	Mapk	OVCAR8	1	0.93576091
MAPK1	HPRT intron	Mapk	Ctrl	OVCAR8	1	0.936717288
MAPK1	HSP90AA1	Mapk	Predict	OVCAR8	1	0.939051446
MAPK1	BRCA2	Mapk	BrPa	OVCAR8	1	0.939288025
MAPK1	BCL2L1	Mapk	Apop	HT29	1	0.940694321
MAPK1	MTOR	Mapk	Predict	OVCAR8	1	0.940919497
MAPK1	UBC	Mapk	Red	OVCAR8	1	0.941899334
MAPK1	UBC	Mapk	Red	786O	1	0.94533228
MAPK1	PARP2	Mapk	BrPa	OVCAR8	0.986317308	0.955537275
MAPK1	CHEK1	Mapk	Predict	A549	0.970146667	0.957226923
MAPK1	BRCA1	Mapk	BrPa	OVCAR8	0.988121449	0.96226106
MAPK1	BCL2L2	Mapk	Apop	786O	0.961114553	0.965725559
MAPK1	AKT3	Mapk	AKT	A549	0.714046296	0.968988705
MAPK1	AKT1	Mapk	AKT	OVCAR8	0.986317308	0.973080586
MAPK1	AKT3	Mapk	AKT	786O	0.899071888	0.973530325
MAPK1	UBB	Mapk	Red	786O	0.900304255	0.973530325
MAPK1	CHEK1	Mapk	Predict	786O	0.899071888	0.979458216
MAPK1	PARP1	Mapk	BrPa	HT29	0.871076149	0.982528329
MAPK1	IMPDH1	Mapk	Predict	786O	0.961114553	0.986283758
MAPK1	BCL2	Mapk	Apop	A549	0.90425027	0.99325358
MAPK1	HPRT intron	Mapk	Ctrl	HT29	0.904216332	0.995356849
MAPK1	UBB	Mapk	Red	OVCAR8	0.946652002	0.995950287
MAPK1	BRCA1	Mapk	BrPa	Meljuso	0.750345779	0.996231463
MAPK1	PARP2	Mapk	BrPa	Meljuso	0.923582285	0.996231463
MAPK1	MAPK1	Mapk	Mapk	HT29	1	0.0001
MAPK1	BRCA1	Mapk	BrPa	786O	0.586005358	0.999987515
MAPK1	MTOR	Mapk	Predict	786O	0.628723547	0.999987515
MAPK1	BCL2A1	Mapk	Apop	786O	0.655640666	0.999987515
MAPK1	MCL1	Mapk	Apop	786O	0.656165324	0.999987515
MAPK1	EEF2	Mapk	Ctrl	786O	0.667818911	0.999987515
MAPK1	PARP1	Mapk	BrPa	786O	0.68496811	0.999987515
MAPK1	MAPK1	Mapk	Mapk	OVCAR8	1	0.0001
MAPK1	AKT1	Mapk	AKT	786O	0.822636174	0.999987515
MAPK1	HPRT intron	Mapk	Ctrl	786O	0.84103995	0.999987515
MAPK1	PARP2	Mapk	BrPa	786O	0.850945894	0.999987515
MAPK1	CHEK2	Mapk	Predict	786O	0.87301006	0.999987515
MAPK1	WEE1	Mapk	Predict	786O	0.882188172	0.999987515
MAPK1	BRCA2	Mapk	BrPa	786O	0.899674375	0.999987515
MAPK1	MAPK1	Mapk	Mapk	Meljuso	1	0.004611111
MAPK1	MAPK1	Mapk	Mapk	A375	1	0.004875
MAPK1	MAPK1	Mapk	Mapk	A549	1	0.06312963
MAP2K2	MAP2K2	Mapk	Mapk	786O	1	0.153985294
MAP2K2	MAPK3	Mapk	Mapk	786O	1	0.464154934
MAPK1	CHEK1	Mapk	Predict	Meljuso	0.080864583	1
MAPK1	6T	Mapk	Ctrl	A375	0.204713095	1
MAPK1	BCL2L1	Mapk	Apop	Meljuso	0.211372306	1
MAPK1	EEF2	Mapk	Ctrl	Meljuso	0.24617183	1
MAPK1	UBB	Mapk	Red	Meljuso	0.260723264	1
MAPK1	BRCA2	Mapk	BrPa	HT29	0.312271581	1
MAPK1	BCL2L2	Mapk	Apop	A375	0.36493573	1
MAPK1	BRCA2	Mapk	BrPa	Meljuso	0.382562415	1
MAPK1	MCL1	Mapk	Apop	Meljuso	0.383247536	1
MAPK1	AKT2	Mapk	AKT	A549	0.429903431	1
MAPK1	WEE1	Mapk	Predict	Meljuso	0.4787339	1
MAPK1	UBC	Mapk	Red	Meljuso	0.542116071	1
MAPK1	AKT2	Mapk	AKT	Meljuso	0.553690944	1
MAPK1	CHEK1	Mapk	Predict	OVCAR8	0.562627696	1
MAPK1	HSP90AA1	Mapk	Predict	A549	0.582946029	1
MAPK1	PARP1	Mapk	BrPa	A375	0.591999556	1
MAPK1	AKT3	Mapk	AKT	Meljuso	0.606701374	1
MAPK1	MTOR	Mapk	Predict	Meljuso	0.614707866	1
MAPK1	PARP1	Mapk	BrPa	Meljuso	0.647238847	1
MAPK1	BCL2L10	Mapk	Apop	A549	0.660589672	1
MAPK1	IMPDH1	Mapk	Predict	A549	0.665440116	1
MAPK1	CHEK2	Mapk	Predict	A549	0.666053383	1
MAPK1	MCL1	Mapk	Apop	A549	0.668396824	1
MAPK1	AKT3	Mapk	AKT	A375	0.69175944	1
MAPK1	MTOR	Mapk	Predict	A549	0.697808931	1
MAPK1	6T	Mapk	Ctrl	HT29	0.702510757	1
MAPK1	6T	Mapk	Ctrl	A549	0.711470434	1
MAPK1	PARP1	Mapk	BrPa	OVCAR8	0.74716901	1
MAPK1	CHEK2	Mapk	Predict	HT29	0.748998644	1
MAPK1	MAP2K1	Mapk	Mapk	A549	0.807064249	1
MAPK1	CD81	Mapk	Ctrl	A549	0.814452431	1
MAPK1	6T	Mapk	Ctrl	OVCAR8	0.826460294	1
MAPK1	UBC	Mapk	Red	HT29	0.835679091	1
MAPK1	WEE1	Mapk	Predict	A375	0.847287049	1
MAPK1	CHEK2	Mapk	Predict	OVCAR8	0.866766318	1
MAPK1	BRCA2	Mapk	BrPa	A549	0.910273333	1
MAPK1	PARP1	Mapk	BrPa	A549	0.912114515	1
MAPK1	BCL2A1	Mapk	Apop	OVCAR8	0.935162819	1
MAPK1	WEE1	Mapk	Predict	OVCAR8	0.962583974	1
MAPK3	MAPK3	Mapk	Mapk	no 786O	1	0.0001
MAPK3	MAPK3	Mapk	Mapk	no A375	1	0.0001
MAPK3	MAPK3	Mapk	Mapk	no A549	1	0.0001
MAPK3	MAPK3	Mapk	Mapk	no Meljuso	1	0.0001
MAPK3	MAPK3	Mapk	Mapk	no OVCAR8	1	0.0001
MAPK3	MAPK3	Mapk	Mapk	All 6	1	0.0001
MAPK3	MAPK3	Mapk	Mapk	no HT29	1	0.000214286
MAPK3	MTOR	Mapk	Predict	no 786O	1	0.273056738
MAPK3	MTOR	Mapk	Predict	no OVCAR8	1	0.371714286
MAPK3	WEE1	Mapk	Predict	no 786O	1	0.420154639
MAPK3	MCL1	Mapk	Apop	no HT29	1	0.459785714
MAPK3	PARP2	Mapk	BrPa	no Meljuso	1	0.469905759
MAPK3	MAP2K1	Mapk	Mapk	no 786O	1	0.49963786
MAPK3	MCL1	Mapk	Apop	no 786O	1	0.49963786
MAPK3	PARP2	Mapk	BrPa	All 6	1	0.53835
MAPK3	PARP2	Mapk	BrPa	no OVCAR8	1	0.541347222
MAPK3	WEE1	Mapk	Predict	no OVCAR8	1	0.541347222
MAPK3	WEE1	Mapk	Predict	no Meljuso	1	0.561400862
MAPK3	PARP2	Mapk	BrPa	no 786O	1	0.569739286
MAPK3	PARP1	Mapk	BrPa	no HT29	1	0.571519685
MAPK3	HSP90AA1	Mapk	Predict	no OVCAR8	1	0.577699588
MAPK3	MTOR	Mapk	Predict	All 6	1	0.578348
MAPK3	HSP90AA1	Mapk	Predict	no Meljuso	1	0.585065844
MAPK3	BCL2L2	Mapk	Apop	no 786O	1	0.589632302
MAPK3	MTOR	Mapk	Predict	no HT29	1	0.610821561
MAPK3	PARP2	Mapk	BrPa	no A549	1	0.624830769
MAPK3	WEE1	Mapk	Predict	All 6	1	0.660794521
MAPK3	WEE1	Mapk	Predict	no HT29	1	0.664937282
MAPK3	PARP1	Mapk	BrPa	no 786O	1	0.67440566
MAPK3	MTOR	Mapk	Predict	no Meljuso	1	0.688552083
MAPK3	MCL1	Mapk	Apop	All 6	1	0.707276923
MAPK3	PARP2	Mapk	BrPa	no A375	1	0.719576512
MAPK3	PARP2	Mapk	BrPa	no HT29	1	0.735389881
MAPK3	MCL1	Mapk	Apop	no OVCAR8	1	0.737759868
MAPK3	HSP90AA1	Mapk	Predict	no 786O	1	0.738023599
MAPK3	MCL1	Mapk	Apop	no Meljuso	1	0.746536278
MAPK3	MAP2K1	Mapk	Mapk	no OVCAR8	1	0.748872727
MAPK3	MAP2K1	Mapk	Mapk	no Meljuso	1	0.763258824
MAPK3	MTOR	Mapk	Predict	no A375	1	0.766727891
MAPK3	CHEK1	Mapk	Predict	no A549	1	0.785420245
MAPK3	HSP90AA1	Mapk	Predict	no A549	1	0.785656535
MAPK3	PARP1	Mapk	BrPa	All 6	1	0.785727528
MAPK3	BCL2L1	Mapk	Apop	no 786O	1	0.788316239
MAPK3	AKT2	Mapk	AKT	no OVCAR8	1	0.810678063
MAPK3	BCL2L2	Mapk	Apop	no OVCAR8	1	0.813278873
MAPK3	HSP90AA1	Mapk	Predict	All 6	1	0.824698667
MAPK3	MAP2K1	Mapk	Mapk	All 6	1	0.837800525
MAPK3	HPRT intron	Mapk	Ctrl	no A375	1	0.845035088
MAPK3	PARP1	Mapk	BrPa	no OVCAR8	1	0.86824734
MAPK3	IMPDH1	Mapk	Predict	no OVCAR8	1	0.88088189
MAPK3	MAP2K2	Mapk	Mapk	no Meljuso	1	0.883946667
MAPK3	CHEK2	Mapk	Predict	no 786O	1	0.884438903
MAPK3	MCL1	Mapk	Apop	no A375	1	0.895904762
MAPK3	6T	Mapk	Ctrl	no A549	1	0.900840314
MAPK3	CHEK1	Mapk	Predict	no Meljuso	1	0.904530184
MAPK3	BCL2L10	Mapk	Apop	no 786O	1	0.916726619
MAPK3	IMPDH1	Mapk	Predict	no HT29	1	0.91724878
MAPK3	MAP2K1	Mapk	Mapk	no HT29	1	0.921410194
MAPK3	BCL2L2	Mapk	Apop	no Meljuso	1	0.935331633
MAPK3	EEF2	Mapk	Ctrl	no Meljuso	1	0.945924433
MAPK3	IMPDH1	Mapk	Predict	no A375	1	0.95432732
MAPK3	BCL2L2	Mapk	Apop	All 6	1	0.956457471
MAPK3	HPRT intron	Mapk	Ctrl	no 786O	1	0.956657534
MAPK3	CHEK1	Mapk	Predict	no OVCAR8	1	0.9838125
MAPK3	HPRT intron	Mapk	Ctrl	no OVCAR8	1	0.9838125
MAPK3	BRCA1	Mapk	BrPa	no OVCAR8	1	0.9838125
MAPK3	CHEK2	Mapk	Predict	no OVCAR8	1	0.9838125
MAPK3	HPRT intron	Mapk	Ctrl	no Meljuso	1	0.998112172
MAPK3	6T	Mapk	Ctrl	All 6	1	1
MAPK3	MAPK1	Mapk	Mapk	no 786O	0.0001	1
MAPK3	MAPK1	Mapk	Mapk	no A375	0.0001	1
MAPK3	MAPK1	Mapk	Mapk	no A549	0.0001	1
MAPK3	MAPK1	Mapk	Mapk	no HT29	0.0001	1
MAPK3	MAPK1	Mapk	Mapk	no Meljuso	0.0001	1
MAPK3	MAPK1	Mapk	Mapk	no OVCAR8	0.0001	1
MAPK3	AKT1	Mapk	AKT	no 786O	0.044	1
MAPK3	AKT1	Mapk	AKT	no Meljuso	0.06977551	1
MAPK3	AKT1	Mapk	AKT	no A549	0.109493151	1
MAPK3	AKT1	Mapk	AKT	no HT29	0.116559322	1
MAPK3	AKT1	Mapk	AKT	no OVCAR8	0.148741935	1
MAPK3	AKT1	Mapk	AKT	no A375	0.270122222	1
MAPK3	BCL2	Mapk	Apop	no A549	0.304444444	1
MAPK3	IMPDH1	Mapk	Predict	All 6	1	1
MAPK3	BCL2	Mapk	Apop	no HT29	0.321886792	1
MAPK3	CHEK2	Mapk	Predict	no A549	0.360873494	1
MAPK3	BCL2A1	Mapk	Apop	no A549	0.404943182	1
MAPK3	BCL2	Mapk	Apop	no A375	0.434676056	1
MAPK3	BCL2	Mapk	Apop	no Meljuso	0.442140351	1
MAPK3	CD81	Mapk	Ctrl	no HT29	0.473672515	1
MAPK3	EEF2	Mapk	Ctrl	All 6	1	1
MAPK3	HPRT intron	Mapk	Ctrl	All 6	1	1
MAPK3	AKT2	Mapk	AKT	All 6	1	1
MAPK3	CHEK1	Mapk	Predict	All 6	1	1
MAPK3	MAP2K2	Mapk	Mapk	All 6	1	1
MAPK3	BCL2L1	Mapk	Apop	All 6	1	1
MAPK3	BRCA1	Mapk	BrPa	All 6	1	1
MAPK3	UBC	Mapk	Red	All 6	1	1
MAPK3	CHEK2	Mapk	Predict	All 6	1	1
MAPK3	BCL2L10	Mapk	Apop	no A549	0.491191781	1
MAPK3	CD81	Mapk	Ctrl	no A549	0.491191781	1
MAPK3	UBB	Mapk	Red	no Meljuso	0.522609302	1
MAPK3	BCL2	Mapk	Apop	no OVCAR8	0.561981132	1
MAPK3	UBB	Mapk	Red	no 786O	0.597016064	1
MAPK3	BCL2A1	Mapk	Apop	no Meljuso	0.606299578	1
MAPK3	BCL2	Mapk	Apop	no 786O	0.63264	1
MAPK3	CD81	Mapk	Ctrl	no OVCAR8	0.671120482	1
MAPK3	CD81	Mapk	Ctrl	no A375	0.683004386	1
MAPK3	UBB	Mapk	Red	no A375	0.683004386	1
MAPK3	UBB	Mapk	Red	no OVCAR8	0.69245283	1
MAPK3	BRCA2	Mapk	BrPa	no Meljuso	0.695328302	1
MAPK3	BCL2L10	Mapk	Apop	no Meljuso	0.717765957	1
MAPK3	UBB	Mapk	Red	no HT29	0.719286232	1
MAPK3	CD81	Mapk	Ctrl	no Meljuso	0.748112957	1
MAPK3	BRCA2	Mapk	BrPa	no A375	0.765706897	1
MAPK3	BRCA2	Mapk	BrPa	no OVCAR8	0.770603896	1
MAPK3	BCL2L1	Mapk	Apop	no A549	0.772345238	1
MAPK3	BRCA2	Mapk	BrPa	no 786O	0.798486154	1
MAPK3	IMPDH1	Mapk	Predict	no A549	0.805659155	1
MAPK3	AKT3	Mapk	AKT	All 6	0.938093671	1
MAPK3	BCL2L10	Mapk	Apop	no OVCAR8	0.819089783	1
MAPK3	BCL2A1	Mapk	Apop	no OVCAR8	0.827613497	1
MAPK3	AKT3	Mapk	AKT	no A549	0.831715847	1
MAPK3	CD81	Mapk	Ctrl	no 786O	0.832681416	1
MAPK3	BCL2A1	Mapk	Apop	no 786O	0.837579412	1
MAPK3	AKT3	Mapk	AKT	no Meljuso	0.867585714	1
MAPK3	BCL2L10	Mapk	Apop	no HT29	0.881365922	1
MAPK3	BRCA2	Mapk	BrPa	no HT29	0.882570248	1
MAPK3	AKT3	Mapk	AKT	no OVCAR8	0.893799443	1
MAPK3	MAP2K2	Mapk	Mapk	no 786O	0.897022857	1
MAPK3	6T	Mapk	Ctrl	no A375	0.908744949	1
MAPK3	BCL2A1	Mapk	Apop	no A375	0.908744949	1
MAPK3	CHEK2	Mapk	Predict	no A375	0.930087065	1
MAPK3	AKT3	Mapk	AKT	no A375	0.965501205	1
MAPK3	BCL2A1	Mapk	Apop	no HT29	0.986009926	1
MAPK3	AKT3	Mapk	AKT	no HT29	0.989576355	1
MAPK3	EEF2	Mapk	Ctrl	no 786O	1	1
MAPK3	AKT2	Mapk	AKT	no 786O	1	1
MAPK3	BCL2L10	Mapk	Apop	All 6	0.755310241	1
MAPK3	UBC	Mapk	Red	no 786O	1	1
MAPK3	CHEK1	Mapk	Predict	no 786O	1	1
MAPK3	AKT3	Mapk	AKT	no 786O	1	1
MAPK3	BRCA1	Mapk	BrPa	no 786O	1	1
MAPK3	BRCA2	Mapk	BrPa	All 6	0.739626911	1
MAPK3	BCL2A1	Mapk	Apop	All 6	0.717491961	1
MAPK3	6T	Mapk	Ctrl	no 786O	1	1
MAPK3	IMPDH1	Mapk	Predict	no 786O	1	1
MAPK3	EEF2	Mapk	Ctrl	no A375	1	1
MAPK3	AKT2	Mapk	AKT	no A375	1	1
MAPK3	BCL2L1	Mapk	Apop	no A375	1	1
MAPK3	BCL2L2	Mapk	Apop	no A375	1	1
MAPK3	MAP2K1	Mapk	Mapk	no A375	1	1
MAPK3	MAP2K2	Mapk	Mapk	no A375	1	1
MAPK3	BRCA1	Mapk	BrPa	no A375	1	1
MAPK3	CHEK1	Mapk	Predict	no A375	1	1
MAPK3	WEE1	Mapk	Predict	no A375	1	1
MAPK3	PARP1	Mapk	BrPa	no A375	1	1
MAPK3	UBC	Mapk	Red	no A375	1	1
MAPK3	BCL2L10	Mapk	Apop	no A375	1	1
MAPK3	HSP90AA1	Mapk	Predict	no A375	1	1
MAPK3	HPRT intron	Mapk	Ctrl	no A549	1	1
MAPK3	MAP2K1	Mapk	Mapk	no A549	1	1
MAPK3	MTOR	Mapk	Predict	no A549	1	1
MAPK3	MAP2K2	Mapk	Mapk	no A549	1	1
MAPK3	UBC	Mapk	Red	no A549	1	1
MAPK3	BRCA1	Mapk	BrPa	no A549	1	1
MAPK3	EEF2	Mapk	Ctrl	no A549	1	1
MAPK3	BCL2L2	Mapk	Apop	no A549	1	1
