Symbol	Gene_ID	Rank	RSA.p-value	FDR
ODZ1	10178	3315	0.228228802	0.472567872
EDN2	1907	3316	0.22857852	0.472967484
PPM1L	151742	3317	0.22860956	0.472967484
SGK493	91461	3318	0.228628513	0.472967484
USP51	158880	3319	0.228734018	0.473043176
LAMA5	3911	3320	0.228978691	0.473272674
GPR128	84873	3321	0.228982889	0.473272674
MPP5	64398	3322	0.22912889	0.473431879
GAB1	2549	3323	0.229255274	0.473550467
SEZ6	124925	3324	0.22932927	0.473560803
DNAJA1	3301	3325	0.229470038	0.473588036
JAM2	58494	3326	0.22948045	0.473588036
GFRA2	2675	3327	0.229815297	0.474136519
SURF1	6834	3328	0.229909465	0.474157135
HIP1	3092	3329	0.22997777	0.474157135
P2RX7	5027	3330	0.230032526	0.474157135
CALM1	801	3331	0.230102062	0.474158077
CD244	51744	3332	0.230182056	0.474180562
HRH1	3269	3333	0.230259569	0.474197924
MS4A12	54860	3334	0.230350602	0.474213392
BTN2A1	11120	3335	0.230405254	0.474213392
EIF6	3692	3336	0.230658099	0.474552173
NF1	4763	3337	0.230723298	0.474552173
NCOA1	8648	3338	0.230777266	0.474552173
ERCC8	1161	3339	0.23093705	0.47466135
SSH2	85464	3340	0.231000943	0.47466135
CIDEA	1149	3341	0.231037816	0.47466135
GRB10	2887	3342	0.231239447	0.474701177
CDC42SE2	56990	3343	0.231344158	0.474701177
SCYL1	57410	3344	0.231397607	0.474701177
ZNF845	91664	3345	0.231423954	0.474701177
CHGA	1113	3346	0.231542141	0.474701177
G3BP2	9908	3347	0.231645856	0.474701177
PRKD1	5587	3348	0.231707928	0.474701177
FCAMR	83953	3349	0.231716494	0.474701177
TLR2	7097	3350	0.231840576	0.474701177
USP36	57602	3351	0.231842556	0.474701177
EEF1A1	1915	3352	0.231845132	0.474701177
EDIL3	10085	3353	0.231941666	0.474701177
NOD1	10392	3354	0.231956257	0.474701177
CDH1	999	3355	0.232148421	0.474952835
PTPRS	5802	3356	0.232584751	0.475571807
SERPINB9	5272	3357	0.232705223	0.475571807
TAS2R14	50840	3358	0.232708727	0.475571807
HDAC5	10014	3359	0.232763768	0.475571807
FDFT1	2222	3360	0.232856999	0.475571807
SCT	6343	3361	0.232926149	0.475571807
PIK3CB	5291	3362	0.232958645	0.475571807
PRKDC	5591	3363	0.233033225	0.475571807
SH2D3A	10045	3364	0.233074528	0.475571807
LRRC4	64101	3365	0.233442722	0.476035337
PCSK1	5122	3366	0.233480482	0.476035337
SLCO1B1	10599	3367	0.233509758	0.476035337
SGK1	6446	3368	0.23382183	0.476350764
SERPINA7	6906	3369	0.233828907	0.476350764
GPR1	2825	3370	0.23387268	0.476350764
YWHAE	7531	3371	0.233974314	0.476388434
BNIP3	664	3372	0.234071479	0.476388434
SRI	6717	3373	0.234195275	0.476388434
HSD17B4	3295	3374	0.234318558	0.476388434
HECW2	57520	3375	0.23436584	0.476388434
UBE2G2	7327	3376	0.234376232	0.476388434
FGF8	2253	3377	0.234377002	0.476388434
MRAS	22808	3378	0.234475862	0.476414994
RNF20	56254	3379	0.234566575	0.476414994
PRKD2	25865	3380	0.234690311	0.476414994
ODZ4	26011	3381	0.234690842	0.476414994
SCNN1B	6338	3382	0.234814032	0.476414994
XPNPEP2	7512	3383	0.234816611	0.476414994
RAB6A	5870	3384	0.234937739	0.476414994
AADAC	13	3385	0.235079403	0.476414994
MMP15	4324	3386	0.235128022	0.476414994
FNTB	2342	3387	0.235273628	0.476414994
PAK4	10298	3388	0.235323531	0.476414994
HRH3	11255	3389	0.235350947	0.476414994
HESX1	8820	3390	0.235377221	0.476414994
CETN2	1069	3391	0.235423353	0.476414994
FBXO36	130888	3392	0.23550427	0.476414994
SH2B2	10603	3393	0.235556046	0.476414994
DPYD	1806	3394	0.23559905	0.476414994
FOXRED2	80020	3395	0.235693858	0.476414994
RBBP6	5930	3396	0.235708817	0.476414994
CELSR3	1951	3397	0.23581347	0.476486211
RNF150	57484	3398	0.236220768	0.477168732
GDF1	2657	3399	0.236452035	0.477265445
LONRF3	79836	3400	0.236477056	0.477265445
IL23A	51561	3401	0.236522736	0.477265445
LEP	3952	3402	0.236546772	0.477265445
GGA1	26088	3403	0.236716124	0.477324933
TNNI3K	51086	3404	0.236733553	0.477324933
BDH2	56898	3405	0.236784877	0.477324933
EFNA1	1942	3406	0.236941781	0.477500994
UTRN	7402	3407	0.237041624	0.477561992
TNS3	64759	3408	0.237115524	0.477570703
MALT1	10892	3409	0.237408719	0.478020958
TM7SF3	51768	3410	0.237497926	0.478060341
TUBB1	81027	3411	0.237902195	0.478621421
NETO1	81832	3412	0.237916126	0.478621421
CBFB	865	3413	0.238144979	0.478683092
JAG2	3714	3414	0.238148844	0.478683092
SLC6A16	28968	3415	0.238247475	0.478683092
ACACA	31	3416	0.238276917	0.478683092
PIK3CA	5290	3417	0.238377218	0.478683092
ATL1	51062	3418	0.238395433	0.478683092
ADRA2B	151	3419	0.238434949	0.478683092
FER	2241	3420	0.238586493	0.478847277
RNF182	221687	3421	0.238741395	0.479018104
BAG2	9532	3422	0.238929883	0.479183492
BDH1	622	3423	0.238980696	0.479183492
ASB15	142685	3424	0.239128269	0.479183492
PRKG1	5592	3425	0.239206551	0.479183492
GJB6	10804	3426	0.239275871	0.479183492
AGTR2	186	3427	0.239381189	0.479183492
EVL	51466	3428	0.239432835	0.479183492
NTSR2	23620	3429	0.239504341	0.479183492
PTK7	5754	3430	0.239517032	0.479183492
F2	2147	3431	0.239521935	0.479183492
RAD51L1	5890	3432	0.239627478	0.479254956
RAB3A	5864	3433	0.239817315	0.47944386
DCN	1634	3434	0.239873708	0.47944386
KCNS3	3790	3435	0.239931477	0.47944386
MAPK3	5595	3436	0.240035172	0.479511473
CYP27B1	1594	3437	0.240190778	0.479513047
TCF20	6942	3438	0.240606098	0.479513047
OLIG2	10215	3439	0.240652115	0.479513047
KCNE2	9992	3440	0.240710011	0.479513047
TBX21	30009	3441	0.240742865	0.479513047
ALDH3A2	224	3442	0.240813959	0.479513047
PPP3CB	5532	3443	0.24087522	0.479513047
TP53INP1	94241	3444	0.240944709	0.479513047
PLAU	5328	3445	0.241103959	0.479513047
C6orf97	80129	3446	0.241146634	0.479513047
PJA2	9867	3447	0.24117804	0.479513047
HOXD13	3239	3448	0.241179288	0.479513047
NQO1	1728	3449	0.241334202	0.479513047
COQ9	57017	3450	0.24134864	0.479513047
STAT4	6775	3451	0.241394565	0.479513047
SETD2	29072	3452	0.241472743	0.479513047
ATG5	9474	3453	0.241501855	0.479513047
SGK269	79834	3454	0.241530808	0.479513047
RXRG	6258	3455	0.241595641	0.479513047
REG3A	5068	3456	0.241752891	0.479513047
PCDHB1	29930	3457	0.241803445	0.479513047
RAB40A	142684	3458	0.241904568	0.479513047
NCF2	4688	3459	0.241955137	0.479513047
RLN3	117579	3460	0.242208057	0.479513047
LOC93432	93432	3461	0.242216658	0.479513047
GPRC5D	55507	3462	0.242377216	0.479513047
FZD3	7976	3463	0.24245551	0.479513047
HNF4A	3172	3464	0.242587881	0.479513047
TRAF7	84231	3465	0.24263074	0.479513047
SELE	6401	3466	0.242693491	0.479513047
IL17RB	55540	3467	0.242701053	0.479513047
LIFR	3977	3468	0.242743068	0.479513047
SLC25A23	79085	3469	0.242756246	0.479513047
TK2	7084	3470	0.242815577	0.479513047
LIMS1	3987	3471	0.242823801	0.479513047
IRS2	8660	3472	0.242925543	0.479513047
SLIT2	9353	3473	0.242944533	0.479513047
PLOD1	5351	3474	0.243069254	0.479513047
GCG	2641	3475	0.243119607	0.479513047
ACSL4	2182	3476	0.243191958	0.479513047
MEPCE	56257	3477	0.243314648	0.479513047
ASB14	142686	3478	0.243347256	0.479513047
CCNB2	9133	3479	0.243474536	0.479513047
DRD1	1812	3480	0.243509593	0.479513047
IL12A	3592	3481	0.243515418	0.479513047
MEX3C	51320	3482	0.24352526	0.479513047
FBXO10	26267	3483	0.243559981	0.479513047
OVOL1	5017	3484	0.243698013	0.479513047
AJAP1	55966	3485	0.243719071	0.479513047
FBXW8	26259	3486	0.243736608	0.479513047
TMEM219	124446	3487	0.24384311	0.479513047
CD209	30835	3488	0.243869386	0.479513047
OR3A2	4995	3489	0.243876459	0.479513047
C1R	715	3490	0.24392787	0.479513047
CLEC2D	29121	3491	0.243931234	0.479513047
SLA	6503	3492	0.243948071	0.479513047
LDHA	3939	3493	0.244050469	0.479576988
PPIB	5479	3494	0.244295624	0.47975535
NEB	4703	3495	0.244337527	0.47975535
DSG1	1828	3496	0.244400981	0.47975535
KDM4B	23030	3497	0.244420813	0.47975535
ZNF598	90850	3498	0.244663244	0.479827464
CCND2	894	3499	0.244693295	0.479827464
SGK2	10110	3500	0.244766351	0.479827464
UGCGL1	56886	3501	0.244855801	0.479827464
C20orf7	79133	3502	0.244894242	0.479827464
CDKN1B	1027	3503	0.244908249	0.479827464
HSD17B8	7923	3504	0.244946887	0.479827464
ADAM22	53616	3505	0.245135068	0.479932452
GNRHR2	114814	3506	0.245153195	0.479932452
P2RY13	53829	3507	0.245210243	0.479932452
SNX13	23161	3508	0.245395278	0.480157693
C5AR1	728	3509	0.24547381	0.480174475
SLC25A1	6576	3510	0.245762066	0.48059318
PTPRN2	5799	3511	0.245863968	0.48059318
MAPK13	5603	3512	0.246010037	0.48059318
DUOX2	50506	3513	0.246265788	0.48059318
HSD3B2	3284	3514	0.246312207	0.48059318
ROCK1	6093	3515	0.24637153	0.48059318
NR0B2	8431	3516	0.246402319	0.48059318
RFC2	5982	3517	0.246424414	0.48059318
RBM14	10432	3518	0.246528264	0.48059318
RAD52	5893	3519	0.246802721	0.48059318
PRKG2	5593	3520	0.246847789	0.48059318
UNC5B	219699	3521	0.246935142	0.48059318
ENC1	8507	3522	0.24697875	0.48059318
NAGA	4668	3523	0.246981251	0.48059318
PKN1	5585	3524	0.246988391	0.48059318
CPLX2	10814	3525	0.247032189	0.48059318
GRK1	6011	3526	0.247059681	0.48059318
RSC1A1	6248	3527	0.247088346	0.48059318
GRM6	2916	3528	0.247112676	0.48059318
KIAA2026	158358	3529	0.247139424	0.48059318
CCRK	23552	3530	0.247158206	0.48059318
RAB33B	83452	3531	0.247237856	0.480611907
ADH1B	125	3532	0.247377775	0.480747748
TNFSF4	7292	3533	0.247802378	0.481384965
DUSP2	1844	3534	0.247906188	0.481384965
CRLF1	9244	3535	0.248059674	0.481384965
CERK	64781	3536	0.248087901	0.481384965
PFN2	5217	3537	0.248174354	0.481384965
CSNK1A1	1452	3538	0.248227528	0.481384965
FCN2	2220	3539	0.248229931	0.481384965
UHRF1	29128	3540	0.248333901	0.481384965
MADD	8567	3541	0.2483871	0.481384965
NEURL2	140825	3542	0.248482252	0.481384965
IFNA5	3442	3543	0.248520402	0.481384965
SERPINB8	5271	3544	0.24862284	0.481384965
CPVL	54504	3545	0.248674067	0.481384965
KCNH8	131096	3546	0.248706475	0.481384965
KCNJ10	3766	3547	0.248797733	0.481384965
PRSS33	260429	3548	0.248827776	0.481384965
NCBP2	22916	3549	0.249050181	0.48153019
PRSS8	5652	3550	0.249064231	0.48153019
RNF123	63891	3551	0.249113302	0.48153019
GPR50	9248	3552	0.24923945	0.481551134
CACNA2D1	781	3553	0.249264449	0.481551134
MRTO4	51154	3554	0.24942896	0.481733366
GAS2	2620	3555	0.249559646	0.481753231
RBCK1	10616	3556	0.249579617	0.481753231
SIGLECP3	284367	3557	0.249666447	0.481785351
SLC25A20	788	3558	0.24982625	0.481923271
CACNA2D2	9254	3559	0.249917741	0.481923271
LONRF2	164832	3560	0.250059055	0.481923271
HFE	3077	3561	0.250161467	0.481923271
PIK3C2B	5287	3562	0.250200964	0.481923271
RDH13	112724	3563	0.250264545	0.481923271
MED13L	23389	3564	0.250283307	0.481923271
ESRRB	2103	3565	0.250299601	0.481923271
PPP1R11	6992	3566	0.250629196	0.482241711
LTB	4050	3567	0.250648741	0.482241711
ENPP2	5168	3568	0.250675761	0.482241711
CILP	8483	3569	0.250778615	0.482268195
AP1S1	1174	3570	0.250830049	0.482268195
MBL2	4153	3571	0.250975843	0.482301135
TWIST2	117581	3572	0.25101404	0.482301135
GPR175	131601	3573	0.251057977	0.482301135
VRK2	7444	3574	0.251135777	0.482315605
CCNC	892	3575	0.251487308	0.482743318
PON2	5445	3576	0.251499141	0.482743318
TACR1	6869	3577	0.251622576	0.482807103
DNAJC13	23317	3578	0.251702179	0.482807103
PCTK2	5128	3579	0.251808233	0.482807103
CHIC2	26511	3580	0.251830832	0.482807103
RFPL3	10738	3581	0.251894107	0.482807103
MS4A5	64232	3582	0.251962846	0.482807103
LIMK2	3985	3583	0.252024745	0.482807103
CNTFR	1271	3584	0.252230741	0.48296062
DSPP	1834	3585	0.252352329	0.48296062
LYPD5	284348	3586	0.252375363	0.48296062
KLC3	147700	3587	0.252455315	0.48296062
OPN1LW	5956	3588	0.252479659	0.48296062
HRAS	3265	3589	0.252527049	0.48296062
ALOX12	239	3590	0.252616921	0.482966421
KIF5A	3798	3591	0.252670807	0.482966421
SLC1A4	6509	3592	0.253102204	0.483406183
SRP9	6726	3593	0.253156168	0.483406183
TRIM58	25893	3594	0.25320134	0.483406183
DDIT3	1649	3595	0.253223684	0.483406183
NRP1	8829	3596	0.253253006	0.483406183
BLM	641	3597	0.253423464	0.483597069
DNAJC10	54431	3598	0.253688825	0.483968898
SCN2A	6326	3599	0.253783896	0.484015744
ZNF101	94039	3600	0.2540319	0.484238938
IL7R	3575	3601	0.254174311	0.484238938
TP53BP2	7159	3602	0.254174378	0.484238938
MAPK14	1432	3603	0.254183114	0.484238938
ASNS	440	3604	0.254364528	0.484330125
MMP26	56547	3605	0.254417066	0.484330125
MAOA	4128	3606	0.254442662	0.484330125
DUT	1854	3607	0.254598026	0.484491503
GNB4	59345	3608	0.254935364	0.484886661
CGB	1082	3609	0.255036688	0.484886661
ACTL6A	86	3610	0.255062254	0.484886661
RAPSN	5913	3611	0.255116222	0.484886661
NPFFR2	10886	3612	0.25515889	0.484886661
KCNJ13	3769	3613	0.255266008	0.48492772
PRKCH	5583	3614	0.255321792	0.48492772
RAD51L3	5892	3615	0.255506475	0.485013788
PLK1	5347	3616	0.255508429	0.485013788
CA13	377677	3617	0.255810966	0.485371856
PRSS1	5644	3618	0.255838487	0.485371856
KALRN	8997	3619	0.256140115	0.485809823
EPHB4	2050	3620	0.256356438	0.486007933
SNX6	58533	3621	0.256522456	0.486007933
TGFA	7039	3622	0.256569774	0.486007933
PPAP2B	8613	3623	0.2565733	0.486007933
CRK	1398	3624	0.256598594	0.486007933
TMBIM6	7009	3625	0.256713049	0.486090584
HSD17B3	3293	3626	0.256935337	0.486231877
C13orf23	80209	3627	0.257009684	0.486231877
TPCN1	53373	3628	0.257064271	0.486231877
NR1H4	9971	3629	0.257118867	0.486231877
SLC4A10	57282	3630	0.257141858	0.486231877
CSNK1E	1454	3631	0.257228085	0.486260968
SLC22A17	51310	3632	0.257714532	0.486941658
GABRG2	2566	3633	0.257730047	0.486941658
FKBP9	11328	3634	0.257922923	0.487171971
CLCN1	1180	3635	0.258183521	0.487530038
MYLK	4638	3636	0.258654526	0.488217168
HSPA4	3308	3637	0.258757265	0.488217168
TSP50	29122	3638	0.258760789	0.488217168
ULK4	54986	3639	0.25889612	0.488338271
LOC377711	377711	3640	0.259145032	0.488589702
RHOC	389	3641	0.259336294	0.488589702
INHBC	3626	3642	0.25937913	0.488589702
NCOA2	10499	3643	0.259419754	0.488589702
TRIM25	7706	3644	0.259499846	0.488589702
STK36	27148	3645	0.259529704	0.488589702
LYL1	4066	3646	0.259584692	0.488589702
C10orf57	80195	3647	0.259620547	0.488589702
P4HA2	8974	3648	0.259707585	0.488589702
RSPH10B	222967	3649	0.259741233	0.488589702
SLC7A13	157724	3650	0.260079977	0.489092866
GRM1	2911	3651	0.26022383	0.489229353
CAMKK1	84254	3652	0.260325005	0.489285552
GPR137	56834	3653	0.26046504	0.489355257
KHK	3795	3654	0.260534366	0.489355257
OXSR1	9943	3655	0.260575971	0.489355257
MLL2	8085	3656	0.26074146	0.489424486
XDH	7498	3657	0.260786113	0.489424486
USP35	57558	3658	0.260826744	0.489424486
GNB1L	54584	3659	0.261005712	0.489573597
CCL3L1	6349	3660	0.26115042	0.489573597
PHYH	5264	3661	0.261183149	0.489573597
SNX21	90203	3662	0.261191508	0.489573597
NMT1	4836	3663	0.261293659	0.489631361
CCL16	6360	3664	0.261469522	0.489827183
RGL2	5863	3665	0.261582334	0.489904813
EXT1	2131	3666	0.261844627	0.49025294
TG	7038	3667	0.261911062	0.49025294
VSIG2	23584	3668	0.26207791	0.490431509
NAALAD2	10003	3669	0.262456131	0.490984064
TRPV2	51393	3670	0.262699955	0.490984064
MPP3	4356	3671	0.262733481	0.490984064
PPP1R12A	4659	3672	0.262788977	0.490984064
CKAP2	26586	3673	0.262827647	0.490984064
KCNIP4	80333	3674	0.262842443	0.490984064
MMP8	4317	3675	0.262873898	0.490984064
CDK5R2	8941	3676	0.262994186	0.491075107
JAG1	182	3677	0.263190966	0.491308891
STAT2	6773	3678	0.263403938	0.491572765
CXCR5	643	3679	0.263530181	0.491674684
TNNI3	7137	3680	0.263845079	0.49212843
IKBKG	8517	3681	0.263955961	0.492201499
RXRB	6257	3682	0.264067821	0.492276351
UROS	7390	3683	0.264233098	0.492424042
HPR	3250	3684	0.264360942	0.492424042
BZRAP1	9256	3685	0.264430489	0.492424042
GPR44	11251	3686	0.264488799	0.492424042
CAV3	859	3687	0.264523082	0.492424042
PRMT7	54496	3688	0.264625293	0.492424042
CD200R1L	344807	3689	0.264707875	0.492424042
SIRPA	140885	3690	0.264737806	0.492424042
KCNJ8	3764	3691	0.264792707	0.492424042
AGER	177	3692	0.265192236	0.493033453
BDKRB2	624	3693	0.265276866	0.493057246
ERP44	23071	3694	0.265351326	0.493062128
ZRANB3	84083	3695	0.265519085	0.493240325
KTI12	112970	3696	0.265624157	0.493302006
CA4	762	3697	0.26578774	0.493359481
ADAMTS3	9508	3698	0.265798858	0.493359481
RETN	56729	3699	0.266116515	0.493815403
STK11IP	114790	3700	0.266269149	0.493815403
TIMP2	7077	3701	0.26634413	0.493815403
PTPN4	5775	3702	0.266359068	0.493815403
P2RY4	5030	3703	0.266471217	0.493815403
GAD2	2572	3704	0.266476144	0.493815403
KCNB2	9312	3705	0.266554105	0.493826552
FAM57A	79850	3706	0.266807874	0.493922969
LUZP4	51213	3707	0.266820471	0.493922969
PFKL	5211	3708	0.266835641	0.493922969
MLH3	27030	3709	0.266893982	0.493922969
FRS3	10817	3710	0.26704856	0.494075826
PAQR4	124222	3711	0.267195006	0.494166399
PTPMT1	114971	3712	0.267434509	0.494166399
NME2	4831	3713	0.267462694	0.494166399
CTSW	1521	3714	0.267568213	0.494166399
PSPH	5723	3715	0.267645495	0.494166399
XCR1	2829	3716	0.267650912	0.494166399
DLL4	54567	3717	0.267673954	0.494166399
GUCY1B3	2983	3718	0.267751502	0.494166399
CYP1A1	1543	3719	0.267793654	0.494166399
SMURF2	64750	3720	0.267817454	0.494166399
SPSB3	90864	3721	0.267910547	0.49420532
RHOXF1	158800	3722	0.268228767	0.49447563
OSGEPL1	64172	3723	0.268270409	0.49447563
CYSLTR1	10800	3724	0.26832678	0.49447563
DHFRL1	200895	3725	0.268394414	0.49447563
NR2F2	7026	3726	0.268439549	0.49447563
MLL3	58508	3727	0.268489317	0.49447563
NME1	4830	3728	0.268715054	0.494758619
BIK	638	3729	0.268870296	0.494759636
IPO7	10527	3730	0.26894958	0.494759636
EPS8L2	64787	3731	0.26898985	0.494759636
LCT	3938	3732	0.269003928	0.494759636
ATP1A2	477	3733	0.269228236	0.494941845
STK31	56164	3734	0.269290736	0.494941845
DHRS4	10901	3735	0.269319317	0.494941845
KCNIP3	30818	3736	0.269467917	0.495082383
OR2S2	56656	3737	0.269569195	0.495135926
KCNMA1	3778	3738	0.269697938	0.495239873
OR10H3	26532	3739	0.269934178	0.495541107
SDC2	6383	3740	0.270124225	0.495656908
ACAD10	80724	3741	0.27014168	0.495656908
PRKCQ	5588	3742	0.270362066	0.495928707
UBR7	55148	3743	0.270456093	0.495938735
CHRM3	1131	3744	0.270512037	0.495938735
C9orf114	51490	3745	0.270588922	0.495947226
VANGL1	81839	3746	0.270727409	0.496068589
ANK2	287	3747	0.27093066	0.496085796
CTSS	1520	3748	0.270940543	0.496085796
MYCL1	4610	3749	0.270978912	0.496085796
VCL	7414	3750	0.271025894	0.496085796
RAB4B	53916	3751	0.27121351	0.496296863
IL4	3565	3752	0.27155465	0.496788677
EPAS1	2034	3753	0.271735537	0.496987137
CD4	920	3754	0.271854739	0.497024132
SLC7A10	56301	3755	0.271900585	0.497024132
CCNA2	890	3756	0.272054178	0.497172491
MARS	4141	3757	0.272167535	0.497247261
FUCA1	2517	3758	0.272465931	0.497659966
FAM89B	23625	3759	0.272688743	0.497934433
COL9A1	1297	3760	0.272807828	0.498019397
MICA	4276	3761	0.272977627	0.498027301
PKM2	5315	3762	0.273036644	0.498027301
MUC17	140453	3763	0.273045954	0.498027301
IL17D	53342	3764	0.273150894	0.498027301
CD14	929	3765	0.27317494	0.498027301
EARS2	124454	3766	0.273403033	0.498103795
LAMB2	3913	3767	0.273550708	0.498103795
EEF1E1	9521	3768	0.273611104	0.498103795
ESSPL	345062	3769	0.273641013	0.498103795
MTNR1B	4544	3770	0.273664636	0.498103795
IL17F	112744	3771	0.273665464	0.498103795
BRD8	10902	3772	0.273724871	0.498103795
SSTR4	6754	3773	0.27395165	0.498384343
UCHL3	7347	3774	0.274066188	0.498460603
OPN1MW	2652	3775	0.274184047	0.498542861
CEBPA	1050	3776	0.274354602	0.498720866
BRAF	673	3777	0.274639413	0.499078542
HCG22	285834	3778	0.274696785	0.499078542
KCNK3	3777	3779	0.274789884	0.499115577
PAWR	5074	3780	0.274897158	0.499178331
CPT1C	126129	3781	0.275079115	0.499335473
ADH4	127	3782	0.275281501	0.499335473
PSEN1	5663	3783	0.275336853	0.499335473
NMBR	4829	3784	0.275385949	0.499335473
PHKB	5257	3785	0.275401295	0.499335473
DEDD	9191	3786	0.275420178	0.499335473
INSR	3643	3787	0.275615959	0.499443552
CCNE1	898	3788	0.275625317	0.499443552
CDC25C	995	3789	0.275731017	0.49950322
MKI67	4288	3790	0.275916931	0.499656548
PEPD	5184	3791	0.275961243	0.499656548
ITPKC	80271	3792	0.276249227	0.500046069
PARP3	10039	3793	0.276364484	0.50012281
TMPRSS11F	389208	3794	0.276475566	0.500191957
SERPINA11	256394	3795	0.276562312	0.500217051
RGS8	85397	3796	0.27699276	0.500863621
PPP5C	5536	3797	0.27732223	0.501095412
FBXL5	26234	3798	0.277343524	0.501095412
RBBP5	5929	3799	0.277370708	0.501095412
PLA2G2C	391013	3800	0.27752486	0.501095412
PRKAG1	5571	3801	0.277634692	0.501095412
IKZF1	10320	3802	0.277638992	0.501095412
PIP5K1C	23396	3803	0.277692533	0.501095412
ASB10	136371	3804	0.277750382	0.501095412
SIPA1	6494	3805	0.277796204	0.501095412
PAQR7	164091	3806	0.277866109	0.501095412
PATE1	160065	3807	0.277923985	0.501095412
OR8G1	26494	3808	0.278016272	0.501110792
SDHA	6389	3809	0.27809767	0.501110792
CAMK2N1	55450	3810	0.278151532	0.501110792
IL6	3569	3811	0.278271436	0.50119526
MYLK3	91807	3812	0.278393779	0.501211038
UBA52	7311	3813	0.27850325	0.501211038
NR4A3	8013	3814	0.278551043	0.501211038
ASB8	140461	3815	0.2786096	0.501211038
CD40	958	3816	0.278656024	0.501211038
TAS2R16	50833	3817	0.27875618	0.501211038
SCN2B	6327	3818	0.278851243	0.501211038
FBXO4	26272	3819	0.278909274	0.501211038
NRXN3	9369	3820	0.279035031	0.501211038
AIFM1	9131	3821	0.279068666	0.501211038
PAH	5053	3822	0.279083419	0.501211038
PKD1	5310	3823	0.279337606	0.501536314
EDA	1896	3824	0.279453279	0.501562728
PROK2	60675	3825	0.279548207	0.501562728
MATK	4145	3826	0.279571532	0.501562728
PROCR	10544	3827	0.279788451	0.501724681
PCTK1	5127	3828	0.279807995	0.501724681
ROBO2	6092	3829	0.280013576	0.501935443
HERC5	51191	3830	0.280071787	0.501935443
SPC24	147841	3831	0.280280746	0.502178815
KMO	8564	3832	0.280392965	0.502248777
MCOLN3	55283	3833	0.28066437	0.502603766
NOX1	27035	3834	0.280771904	0.502665193
LRP3	4037	3835	0.280871358	0.502712126
HJURP	55355	3836	0.280989437	0.502792361
PAQR6	79957	3837	0.281107501	0.502872527
RPL10P16	284393	3838	0.281356317	0.503186493
NIACR2	8843	3839	0.281588484	0.503443907
SERPINA12	145264	3840	0.281646941	0.503443907
REEP3	221035	3841	0.281747362	0.503492292
HR	55806	3842	0.281902234	0.503637932
RGS13	6003	3843	0.28203151	0.503676238
MAPK8IP3	23162	3844	0.282169424	0.503676238
GTF2IRD1	9569	3845	0.282232014	0.503676238
RNF19B	127544	3846	0.282287342	0.503676238
CETN3	1070	3847	0.282290572	0.503676238
NPHS1	4868	3848	0.282758872	0.504243852
ITGB8	3696	3849	0.282817998	0.504243852
FBXO5	26271	3850	0.282830841	0.504243852
CAPN11	11131	3851	0.282935305	0.504243852
CXCL12	6387	3852	0.282976008	0.504243852
RBP4	5950	3853	0.283112367	0.504355901
TMEM87A	25963	3854	0.283212977	0.504400278
KCNK16	83795	3855	0.283284247	0.504400278
IL10RB	3588	3856	0.283463634	0.5044617
SFN	2810	3857	0.283465731	0.5044617
HEPH	9843	3858	0.283581141	0.504483879
CTNND1	1500	3859	0.283639909	0.504483879
ALDOB	229	3860	0.283698685	0.504483879
ATP2B3	492	3861	0.283802587	0.504537932
DHRS7	51635	3862	0.283939389	0.504650431
MDM1	56890	3863	0.284138115	0.504872902
KCNA1	3736	3864	0.284301446	0.504980534
TYRP1	7306	3865	0.284345828	0.504980534
MEN1	4221	3866	0.28452504	0.5051681
YES1	7525	3867	0.284758222	0.505216773
VWF	7450	3868	0.284877882	0.505216773
EZR	7430	3869	0.284886678	0.505216773
DNAJC16	23341	3870	0.284935099	0.505216773
ZNF398	57541	3871	0.284937404	0.505216773
PVRL4	81607	3872	0.284994077	0.505216773
EN2	2020	3873	0.285112059	0.505244591
CYC1	1537	3874	0.285164039	0.505244591
TPX2	22974	3875	0.285230593	0.505244591
RAG2	5897	3876	0.285423496	0.505455851
PDE1B	5153	3877	0.285937026	0.50610754
TGFB3	7043	3878	0.285938963	0.50610754
STK32B	55351	3879	0.2862939	0.50654119
PSMB2	5690	3880	0.286396831	0.50654119
OR52B4	143496	3881	0.286405355	0.50654119
GPR45	11250	3882	0.286589934	0.506609457
AVPR2	554	3883	0.286591568	0.506609457
AICDA	57379	3884	0.286757501	0.50665978
GNG3	2785	3885	0.286767664	0.50665978
ESPL1	9700	3886	0.286930651	0.506795578
SHC1	6464	3887	0.286992193	0.506795578
PRX	57716	3888	0.287240862	0.506990067
HMSD	284293	3889	0.287250054	0.506990067
MPP7	143098	3890	0.287716955	0.507658073
CCL28	56477	3891	0.287802149	0.507658073
GABRG3	2567	3892	0.287850411	0.507658073
GPR171	29909	3893	0.288020356	0.507827311
PTTG1IP	754	3894	0.288452915	0.508323652
GLRA3	8001	3895	0.288558731	0.508323652
PPME1	51400	3896	0.288609053	0.508323652
PTGS2	5743	3897	0.288649107	0.508323652
KAT2B	8850	3898	0.288672144	0.508323652
MMP1	4312	3899	0.289026075	0.508816358
OGFRL1	79627	3900	0.289218876	0.509025222
41336	115123	3901	0.289320332	0.509056795
AGXT2L1	64850	3902	0.289385142	0.509056795
ABCA5	23461	3903	0.289682309	0.509120695
TPSG1	25823	3904	0.289686986	0.509120695
VSNL1	7447	3905	0.289801744	0.509120695
RAB10	10890	3906	0.289824291	0.509120695
