Number	gene_id	symbol	difference_in_slope	pvalue	fdr	RB1_defective_median_zGARP	RB1_wild_type_median_zGARP	difference_in_median_zGARP	Penetrance.%	Coverage %	BT549_BREAST	CAL148_BREAST	CAL851_BREAST	DU4475_BREAST	HCC1187_BREAST	HCC1937_BREAST	HCC3153_BREAST	HDQP1_BREAST	MB157_BREAST	MDAMB436_BREAST	MDAMB468_BREAST	SUM149_BREAST	184A1_BREAST	BT20_BREAST	CAL51_BREAST	HCC1143_BREAST	HCC1806_BREAST	HCC2688_BREAST	HCC38_BREAST	HS578T_BREAST	MACLS2_BREAST	MDAMB157_BREAST	MDAMB231_BREAST	MDAMB453_BREAST	SKBR7_BREAST	SUM102_BREAST	SUM1315_BREAST	SUM159_BREAST	SUM52_BREAST	184B5_BREAST	CAL120_BREAST	HBL100_BREAST	HCC1395_BREAST	HCC1599_BREAST	HCC2185_BREAST	HCC70_BREAST	MFM223_BREAST	MX1_BREAST	SKBR5_BREAST	SUM185_BREAST	SUM229_BREAST	SW527_BREAST
91	53371	NUP54	-0.280653646452214	0.048416791774601	0.687216805350306	-2.6275	-1.4575	-1.17	67	32	-1.253	-0.14	-2.663	0.109	-2.91	-6.318	-2.592	-3.669	-6.318	-5.166	-0.575	-0.354	-2.746	-3.535	-2.318	-2.564	-3.453	-3.682	-1.512	-1.945	-2.62	-0.795	-2.4	-0.232	-1.403	0.134	-0.032	0.109	-1.32	-0.773	0.381	-0.086	-2.926	-2.08	0.219	-0.485	-1.828	-5.723	-1.755	0.291	-0.168	-0.944
93	29108	PYCARD	-0.289291282458471	0.001868540044815	0.280593072529438	-1.11	-0.032	-1.078	58	54	-0.005	-1.079	-0.715	-1.258	-0.932	-1.847	0.057	-1.362	-1.454	-1.141	-1.505	-0.267	1.412	0.616	0.229	-0.411	0.523	0.346	-0.627	1.775	0.109	0.244	0.446	-0.737	-0.151	-0.145	-3.088	-1.052	0.25	-0.704	-1.292	-1.442	0.186	-0.599	-2.556	0.579	-0.192	1.098	-0.295	-2.538	0.081	0.269
94	2644	GCHFR	-0.313597138141125	0.002699060516684	0.329595370595897	-1.1685	-0.284	-0.8845	58	64	-2.228	-2.937	-0.237	-1.334	-1.971	-2.022	-1.377	0.62	-1.003	-0.158	-0.999	0.819	1.771	-0.936	0.698	-1.825	-0.743	1.197	0.076	-0.444	-0.348	-0.482	-0.765	-0.574	0.551	0.261	-0.561	0.161	-0.768	0.989	0.545	-2.668	-0.795	-2.276	-0.6	-1.536	0.645	-0.086	0.851	-0.22	1.172	-0.036
95	2161	F12	-0.192459161553948	0.002866630737832	0.3430519147569	-1.0445	-0.22	-0.8245	58	50	0.084	0.006	-1.519	-1.039	-1.58	0.43	-0.905	-1.981	-0.778	-1.05	-2.625	-1.244	0.14	0.506	-1.54	-0.258	0.235	-1.822	0.337	-0.125	-0.145	-1.181	0.017	-2.288	-0.78	0.267	-0.901	-0.182	-0.333	0.306	0.659	0.474	-0.879	0.092	-1.088	-0.526	-0.088	-0.386	-0.707	0.45	-1.229	-1.415
97	53615	MBD3	-0.179314598829924	0.005663796619896	0.422028482352744	-1.031	0.303	-1.334	58	58	0.22	-1.046	1.456	-0.333	-2.091	-2.753	0.307	-1.287	-3.09	-2.421	-1.016	0.173	0.151	0.181	-0.633	-0.554	0.303	1.015	-1.195	1.635	1.017	1.561	0.493	0.772	-0.32	0.697	-1.953	-0.71	0.545	-0.037	-2.539	-3.968	1.557	0.303	1.386	1.593	0.014	1.109	1.005	-0.662	0.322	-1.68
98	10300	KATNB1	-0.150093037280998	0.015158366510799	0.553117860533488	-1.089	0.1305	-1.2195	58	54	0.796	-1.06	0.207	-0.264	-2.295	-1.954	-1.264	-1.118	-1.606	-3.356	0.324	0.838	1.822	-0.33	0.832	0.715	0.524	-0.58	0.561	1.739	0.357	1.58	0.862	-2.642	-1.908	-0.098	-2.016	-0.629	-0.31	0.76	-1.569	-1.589	1.104	-1.514	-0.202	1.526	-0.096	1.207	-0.219	0.774	0.448	-0.586
99	3039	HBA1	-0.384244903010089	0.01545189336167	0.553117860533488	-1.134	0.5355	-1.6695	58	58	-0.094	-1.379	1.879	3.131	-1.45	-2.399	0.402	-1.126	-2.961	-1.142	-1.719	0.209	2.246	-1.613	0.094	-0.385	0.776	2.048	0.769	4.296	1.541	2.835	0.389	-0.961	0.02	1.3	-1.928	0.272	-0.497	-0.188	-0.636	-2.935	2.753	-0.03	2.611	2.532	1.614	2.02	0.835	-1.856	0.682	-1.007
100	1990	CELA1	-0.203417016699457	0.017374335297725	0.558212885706114	-1.217	-1.0775	-0.1395	58	32	-0.591	-0.745	-1.674	-1.666	0.238	-1.037	-2.014	-2.607	-2.444	-0.302	0.13	-1.397	-0.55	-0.45	-0.48	-1.2	-0.937	-2.229	-1.748	-0.148	-1.381	-1.318	-1.578	-3.398	-0.792	-1.376	-0.489	-2.838	-1.608	-0.622	-0.48	-0.457	-0.949	-1.392	-0.123	-0.295	-1.259	-1.349	0.073	-1.167	-2.284	-0.988
101	9443	MED7	-0.248140643192881	0.020577001699195	0.594312225547335	-1.9445	-1.09	-0.8545	58	30	0.013	-0.118	-2.561	-2.731	-0.918	-2.945	-2.592	-1.328	-4.723	-0.535	0.426	-4.757	-0.316	-2.151	-2.056	-0.251	-3.225	0.898	-1.483	-1.261	-1.053	-0.389	-2.15	-0.439	-1.439	0.539	-1.304	-0.965	-1.509	-0.789	-0.031	-1.127	-0.211	-0.514	-0.016	-2.744	-0.96	-1.2	0.081	-2.483	-1.482	-1.289
102	123872	DNAAF1	-0.131526046585008	0.026697050635387	0.643919863453366	-1.0725	-0.918	-0.1545	58	37	-1.007	-0.816	-0.788	-1.138	0.529	-0.859	-0.702	-2.936	-2.219	-1.689	-5.843	-1.745	-1.151	-0.773	-1.381	-0.428	-1.369	-0.519	-1.654	-1.385	-1.482	-0.969	-0.96	-2.523	-0.906	0.311	-0.377	-1.357	-3.977	-0.825	0.685	-1.133	0.035	0.292	-0.116	-2.616	-0.536	-1.878	-0.755	1.016	-0.93	-0.365
105	1528	CYB5A	-0.144174206475302	0.029046269204005	0.645144499346783	-1.0535	-0.713	-0.3405	58	39	-0.827	-1.011	-1.429	-0.614	-0.894	-1.395	-0.962	-1.096	-1.209	-0.533	-1.225	-1.27	-1.023	-1.491	-0.192	-0.775	-0.078	-0.372	-1.315	0.101	-0.676	-0.609	0.136	-0.045	-1.309	-1.684	-0.765	-0.439	-1.094	-1.221	-0.326	-0.462	-0.75	-1.142	0.421	-0.504	-0.812	-0.638	-2.038	0.083	-1.584	-1.243
106	64979	MRPL36	-0.173871037790927	0.029791845493636	0.645144499346783	-1.2085	-0.741	-0.4675	58	37	0.576	-2.079	-1.36	-0.935	-2.318	0.433	-1.544	0.236	-1.057	-1.467	-0.916	-1.385	-1.323	-1.668	-0.687	-0.681	-1.204	-1.453	-0.75	0.672	-1.332	-1.29	0.247	-1.007	0.126	-0.551	-0.818	0.822	-1.228	1.144	-0.719	0.728	-0.723	-2.233	-0.574	-1.013	0.713	-0.802	-1.595	-0.732	-1.045	0.396
110	57153	SLC44A2	-0.120146795230495	0.035029508428517	0.663426774479963	-1.325	-0.8105	-0.5145	58	33	-0.684	-1.511	-0.073	-0.417	-1.415	-1.864	-0.148	-2.356	-1.235	-2.103	-2.534	-0.21	-3.313	-0.634	-0.359	-0.488	-0.477	-2.906	-2.771	0.562	-1.261	-2.396	-1.931	-1.997	-0.404	-0.831	-0.632	-1.782	-0.386	-0.615	-1.977	-0.296	-1.232	0.231	0.099	-2.633	-1.778	0.349	-0.547	-2.404	-1.156	-0.79
111	23746	AIPL1	-0.157494610224946	0.035201143331358	0.663426774479963	-1.1315	-0.296	-0.8355	58	37	-1.201	-1.696	-0.423	0.612	-1.062	-2.104	0.042	-0.766	-3.177	-1.616	-1.605	-0.553	0.312	0.166	0.42	-0.179	1.105	0.697	0.535	1.086	0.136	-1.234	-1.807	-0.164	-0.149	-1.186	-4.327	-1.961	-1.216	-1.331	-1.457	-3.537	0.797	-1.566	0.614	-2.344	1.023	0.206	-0.413	-0.499	-1.572	-0.988
112	10072	DPP3	-0.180832450435444	0.042084296437274	0.671515926173706	-1.3415	-0.86	-0.4815	58	39	-3.458	-0.626	-0.304	-1.574	-1.109	-2.237	0.564	-0.953	-0.623	-1.966	-2.763	-1.992	-1.922	0.251	-2.5	-0.858	-0.375	-0.717	-2.327	-3.628	-0.488	-1.61	-2.076	-4.312	0.101	-1.285	-1.862	0.035	-0.9	0.883	-0.296	-0.936	-0.339	-0.389	-2.359	-0.443	-0.862	-0.413	0.143	-1.667	-0.762	-0.903
113	25936	NSL1	-0.153908561703221	0.044161289306211	0.676205744385283	-1.7395	-0.635	-1.1045	58	37	0.13	-0.12	-4.039	-0.34	-2.096	-3.08	-0.894	-6.115	-2.311	-0.294	-1.383	-4.281	-2.148	-0.265	-4.675	-0.353	-1.306	-0.509	-0.514	-1.04	-1.54	-0.226	-1.424	0.271	-0.714	-0.168	-0.227	-0.832	-0.462	0.111	0.336	-0.346	-1.598	-2.222	-0.867	-0.556	0.132	-6.444	-1.539	0.491	-2.353	-1.77
116	1639	DCTN1	-0.184074446862809	0.013124369828371	0.52409418088454	-1.348	-0.5445	-0.8035	50	33	-2.665	-0.944	-2.808	-2.218	-0.512	-1.753	-0.605	-1.727	-0.835	-0.969	-0.678	-2.8	-0.536	-0.98	-3.82	-1.648	-1.496	0.169	-0.184	-1.451	0.166	-1.009	-0.462	0.253	-2.05	-0.391	0.574	0.175	-1.849	0.639	-0.419	-0.416	-1.287	-1.414	-0.553	-1.048	-1.313	-1.694	-0.346	-0.456	-0.705	0.177
117	3400	ID4	-0.056841598886889	0.014156513585989	0.538695833624568	-1.276	-0.519	-0.757	50	40	-2.323	-1.693	-0.616	0.521	0.636	-0.984	0.934	-1.817	0.531	-1.568	-3.449	-1.725	-0.725	-1.527	0.28	-0.875	-0.825	0.249	1.249	1.239	0.971	-0.67	-1.225	-0.077	0.57	1.657	-0.227	-1.992	-1.399	-0.368	-4.071	0.84	0.007	-1.529	-1.26	0.916	-0.839	-2.465	0.555	0.073	-0.742	-1.353
118	246778	IL27	-0.27520484550508	0.014676843521766	0.550101539632614	-1.034	0.19	-1.224	50	67	-0.174	-0.434	1.073	0.471	-1.266	-3.048	-0.812	0.617	-2.044	-1.443	-1.256	-1.451	0.29	-0.814	-0.516	-0.633	0.039	-0.053	0.579	2.518	0.485	0.367	-0.896	0.568	1.078	0.565	-3.324	-0.526	-1.019	0.502	-0.483	-3.145	0.578	0.405	1.424	0.594	1.207	0.09	1.079	-0.226	-0.627	-0.114
119	55897	MESP1	-0.228216689575479	0.015200890669366	0.553117860533488	-1.2315	-0.0135	-1.218	50	46	1.026	-1.696	2.497	3.279	-2.567	-3.464	0.659	0.836	-2.857	-3.021	-5.44	-0.767	3.49	-1.078	0.515	-1.101	0.311	1.856	-0.558	4.488	0.757	2.642	1.024	-0.662	-0.74	1.96	-2.951	0.012	-0.898	-0.111	-3.565	-4.188	1.798	1.243	1.997	1.869	1.757	-0.165	-0.074	-1.83	-0.039	-2.445
121	10521	DDX17	-0.268060847684738	0.018430749850353	0.56769906523427	-1.3985	-1.134	-0.2645	50	26	-3.286	-0.386	-0.884	-0.667	-3.42	-2.486	-0.818	-3.893	-0.547	-3.355	-0.257	-1.913	-0.925	0.13	-2.426	-1.645	-1.193	-1.748	-0.296	-1.114	-1.429	-1.726	-1.139	-0.323	0.139	-0.012	-1.929	-0.696	-1.505	0.48	-1.758	-1.129	-3.068	-2.101	-1.188	-3.303	-3.181	0.435	-0.71	-0.435	-0.362	0.425
122	89801	PPP1R3F	-0.249260199736793	0.031927740106969	0.653806105266823	-1.24	-0.4025	-0.8375	50	46	-0.438	-2.186	-0.614	-2.426	-0.38	-0.555	-2.092	-1.866	-2.256	0.152	-2.666	0.418	-1.601	0.02	0.439	-0.399	-1.4	-2.747	-1.444	-0.126	-0.391	-0.544	0.786	-0.042	-1.028	0.187	-0.502	0.449	-0.406	1.342	-0.323	0.001	-0.457	-0.976	0.67	-0.514	-0.213	-2.511	-0.753	-2.986	0.784	-0.435
